X [s],Mini sensor 8: EMG 8->Filter->MDF [Hz]
9.918310345,65.00448307
9.980689655,113.0077936
10.04306897,121.0083454
10.10544828,119.0082075
10.16782759,105.0072419
10.2302069,107.0073798
10.29258621,101.006966
10.35496552,116.0080006
10.41734483,121.0083454
10.47972414,162.0111732
10.54210345,167.011518
10.60448276,165.0113801
10.66686207,181.0124836
10.72924138,179.0123457
10.79162069,137.0094489
10.854,155.0106904
10.91637931,155.0106904
10.97875862,128.0088282
11.04113793,122.0084144
11.10351724,121.0083454
11.16589655,120.0082764
11.22827586,118.0081385
11.29065517,122.0084144
11.35303448,119.0082075
11.41541379,125.0086213
11.4777931,138.0095179
11.54017241,125.0086213
11.60255172,123.0084833
11.66493103,133.009173
11.72731034,182.0125526
11.78968966,185.0127595
11.85206897,121.0083454
11.91444828,108.0074488
11.97682759,117.0080695
12.0392069,71.00489689
12.10158621,66.00455204
12.16396552,65.00448307
12.22634483,66.00455204
12.28872414,65.00448307
12.35110345,72.00496586
12.41348276,68.00468998
12.47586207,64.0044141
12.53824138,65.00448307
12.60062069,65.00448307
12.663,64.0044141
12.72537931,66.00455204
12.78775862,66.00455204
12.85013793,67.00462101
12.91251724,68.00468998
12.97489655,65.00448307
13.03727586,64.0044141
13.09965517,64.0044141
13.16203448,66.00455204
13.22441379,65.00448307
13.2867931,67.00462101
13.34917241,67.00462101
13.41155172,96.00662115
13.47393103,80.00551762
13.53631034,65.00448307
13.59868966,65.00448307
13.66106897,71.00489689
13.72344828,65.00448307
13.78582759,66.00455204
13.8482069,64.0044141
13.91058621,66.00455204
13.97296552,64.0044141
14.03534483,65.00448307
14.09772414,67.00462101
14.16010345,116.0080006
14.22248276,119.0082075
14.28486207,121.0083454
14.34724138,120.0082764
14.40962069,117.0080695
14.472,71.00489689
14.53437931,96.00662115
14.59675862,116.0080006
14.65913793,71.00489689
14.72151724,65.00448307
14.78389655,86.00593144
14.84627586,115.0079316
14.90865517,66.00455204
14.97103448,65.00448307
15.03341379,65.00448307
15.0957931,66.00455204
15.15817241,73.00503483
15.22055172,74.0051038
15.28293103,66.00455204
15.34531034,107.0073798
15.40768966,105.0072419
15.47006897,74.0051038
15.53244828,65.00448307
15.59482759,121.0083454
15.6572069,133.009173
15.71958621,129.0088972
15.78196552,126.0086903
15.84434483,125.0086213
15.90672414,170.0117249
15.96910345,171.0117939
16.03148276,170.0117249
16.09386207,171.0117939
16.15624138,163.0112422
16.21862069,167.011518
16.281,171.0117939
16.34337931,152.0104835
16.40575862,140.0096558
16.46813793,123.0084833
16.53051724,121.0083454
16.59289655,121.0083454
16.65527586,117.0080695
16.71765517,120.0082764
16.78003448,119.0082075
16.84241379,118.0081385
16.9047931,111.0076557
16.96717241,108.0074488
17.02955172,65.00448307
17.09193103,74.0051038
17.15431034,89.00613835
17.21668966,113.0077936
17.27906897,116.0080006
17.34144828,94.00648321
17.40382759,97.00669012
17.4662069,118.0081385
17.52858621,100.006897
17.59096552,81.00558659
17.65334483,72.00496586
17.71572414,64.0044141
17.77810345,66.00455204
17.84048276,92.00634527
17.90286207,73.00503483
17.96524138,66.00455204
18.02762069,121.0083454
18.09,121.0083454
18.15237931,118.0081385
18.21475862,118.0081385
18.27713793,118.0081385
18.33951724,119.0082075
18.40189655,119.0082075
18.46427586,119.0082075
18.52665517,109.0075178
18.58903448,68.00468998
18.65141379,66.00455204
18.7137931,65.00448307
18.77617241,80.00551762
18.83855172,66.00455204
18.90093103,66.00455204
18.96331034,65.00448307
19.02568966,65.00448307
19.08806897,64.0044141
19.15044828,92.00634527
19.21282759,111.0076557
19.2752069,66.00455204
19.33758621,65.00448307
19.39996552,73.00503483
19.46234483,88.00606938
19.52472414,144.0099317
19.58710345,151.0104145
19.64948276,125.0086213
19.71186207,119.0082075
19.77424138,99.00682806
19.83662069,109.0075178
19.899,119.0082075
19.96137931,108.0074488
20.02375862,65.00448307
20.08613793,66.00455204
20.14851724,65.00448307
20.21089655,66.00455204
20.27327586,64.0044141
20.33565517,65.00448307
20.39803448,71.00489689
20.46041379,116.0080006
20.5227931,82.00565556
20.58517241,88.00606938
20.64755172,76.00524174
20.70993103,117.0080695
20.77231034,120.0082764
20.83468966,122.0084144
20.89706897,123.0084833
20.95944828,124.0085523
21.02182759,147.0101386
21.0842069,150.0103455
21.14658621,133.009173
21.20896552,194.0133802
21.27134483,194.0133802
21.33372414,157.0108283
21.39610345,130.0089661
21.45848276,120.0082764
21.52086207,155.0106904
21.58324138,161.0111042
21.64562069,155.0106904
21.708,149.0102766
21.77037931,122.0084144
21.83275862,119.0082075
21.89513793,120.0082764
21.95751724,129.0088972
22.01989655,117.0080695
22.08227586,119.0082075
22.14465517,121.0083454
22.20703448,123.0084833
22.26941379,142.0097938
22.3317931,132.0091041
22.39417241,115.0079316
22.45655172,65.00448307
22.51893103,67.00462101
22.58131034,66.00455204
22.64368966,115.0079316
22.70606897,111.0076557
22.76844828,115.0079316
22.83082759,117.0080695
22.8932069,109.0075178
22.95558621,65.00448307
23.01796552,65.00448307
23.08034483,64.0044141
23.14272414,120.0082764
23.20510345,127.0087592
23.26748276,121.0083454
23.32986207,118.0081385
23.39224138,120.0082764
23.45462069,123.0084833
23.517,120.0082764
23.57937931,120.0082764
23.64175862,116.0080006
23.70413793,84.0057935
23.76651724,80.00551762
23.82889655,66.00455204
23.89127586,66.00455204
23.95365517,66.00455204
24.01603448,65.00448307
24.07841379,110.0075867
24.1407931,89.00613835
24.20317241,66.00455204
24.26555172,65.00448307
24.32793103,93.00641424
24.39031034,136.00938
24.45268966,141.0097248
24.51506897,142.0097938
24.57744828,151.0104145
24.63982759,126.0086903
24.7022069,124.0085523
24.76458621,151.0104145
24.82696552,138.0095179
24.88934483,64.0044141
24.95172414,65.00448307
25.01410345,66.00455204
25.07648276,81.00558659
25.13886207,71.00489689
25.20124138,81.00558659
25.26362069,71.00489689
25.326,66.00455204
25.38837931,66.00455204
25.45075862,67.00462101
25.51313793,81.00558659
25.57551724,92.00634527
25.63789655,73.00503483
25.70027586,94.00648321
25.76265517,66.00455204
25.82503448,66.00455204
25.88741379,80.00551762
25.9497931,64.0044141
26.01217241,65.00448307
26.07455172,65.00448307
26.13693103,68.00468998
26.19931034,75.00517277
26.26168966,72.00496586
26.32406897,73.00503483
26.38644828,118.0081385
26.44882759,121.0083454
26.5112069,120.0082764
26.57358621,131.0090351
26.63596552,122.0084144
26.69834483,124.0085523
26.76072414,160.0110352
26.82310345,182.0125526
26.88548276,178.0122767
26.94786207,160.0110352
27.01024138,177.0122077
27.07262069,167.011518
27.135,147.0101386
27.19737931,123.0084833
27.25975862,125.0086213
27.32213793,130.0089661
27.38451724,120.0082764
27.44689655,118.0081385
27.50927586,120.0082764
27.57165517,114.0078626
27.63403448,78.00537968
27.69641379,80.00551762
27.7587931,111.0076557
27.82117241,114.0078626
27.88355172,71.00489689
27.94593103,73.00503483
28.00831034,81.00558659
28.07068966,66.00455204
28.13306897,65.00448307
28.19544828,119.0082075
28.25782759,119.0082075
28.3202069,68.00468998
28.38258621,71.00489689
28.44496552,119.0082075
28.50734483,119.0082075
28.56972414,114.0078626
28.63210345,120.0082764
28.69448276,121.0083454
28.75686207,121.0083454
28.81924138,123.0084833
28.88162069,116.0080006
28.944,118.0081385
29.00637931,72.00496586
29.06875862,74.0051038
29.13113793,117.0080695
29.19351724,72.00496586
29.25589655,65.00448307
29.31827586,65.00448307
29.38065517,74.0051038
29.44303448,66.00455204
29.50541379,64.0044141
29.5677931,65.00448307
29.63017241,65.00448307
29.69255172,65.00448307
29.75493103,65.00448307
29.81731034,65.00448307
29.87968966,66.00455204
29.94206897,65.00448307
30.00444828,66.00455204
30.06682759,85.00586247
30.1292069,117.0080695
30.19158621,108.0074488
30.25396552,118.0081385
30.31634483,125.0086213
30.37872414,146.0100697
30.44110345,121.0083454
30.50348276,74.0051038
30.56586207,122.0084144
30.62824138,121.0083454
30.69062069,67.00462101
30.753,66.00455204
30.81537931,66.00455204
30.87775862,67.00462101
30.94013793,65.00448307
31.00251724,65.00448307
31.06489655,66.00455204
31.12727586,122.0084144
31.18965517,122.0084144
31.25203448,106.0073108
31.31441379,107.0073798
31.3767931,125.0086213
31.43917241,173.0119319
31.50155172,171.0117939
31.56393103,176.0121388
31.62631034,182.0125526
31.68868966,71.00489689
31.75106897,83.00572453
31.81344828,120.0082764
31.87582759,193.0133113
31.9382069,193.0133113
32.00058621,165.0113801
32.06296552,66.00455204
32.12534483,68.00468998
32.18772414,66.00455204
32.25010345,64.0044141
32.31248276,73.00503483
32.37486207,66.00455204
32.43724138,67.00462101
32.49962069,66.00455204
32.562,83.00572453
32.62437931,65.00448307
32.68675862,72.00496586
32.74913793,72.00496586
32.81151724,89.00613835
32.87389655,115.0079316
32.93627586,106.0073108
32.99865517,119.0082075
33.06103448,124.0085523
33.12341379,184.0126905
33.1857931,187.0128974
33.24817241,151.0104145
33.31055172,154.0106214
33.37293103,179.0123457
33.43531034,180.0124146
33.49768966,177.0122077
33.56006897,123.0084833
33.62244828,180.0124146
33.68482759,183.0126216
33.7472069,160.0110352
33.80958621,177.0122077
33.87196552,153.0105525
33.93434483,124.0085523
33.99672414,121.0083454
34.05910345,103.0071039
34.12148276,72.00496586
34.18386207,67.00462101
34.24624138,66.00455204
34.30862069,64.0044141
34.371,90.00620732
34.43337931,115.0079316
34.49575862,74.0051038
34.55813793,66.00455204
34.62051724,112.0077247
34.68289655,119.0082075
34.74527586,118.0081385
34.80765517,85.00586247
34.87003448,110.0075867
34.93241379,96.00662115
34.9947931,73.00503483
35.05717241,88.00606938
35.11955172,67.00462101
35.18193103,64.0044141
35.24431034,80.00551762
35.30668966,75.00517277
35.36906897,95.00655218
35.43144828,71.00489689
35.49382759,65.00448307
35.5562069,65.00448307
35.61858621,66.00455204
35.68096552,72.00496586
35.74334483,66.00455204
35.80572414,65.00448307
35.86810345,65.00448307
35.93048276,65.00448307
35.99286207,65.00448307
36.05524138,116.0080006
36.11762069,117.0080695
36.18,93.00641424
36.24237931,72.00496586
36.30475862,66.00455204
36.36713793,65.00448307
36.42951724,67.00462101
36.49189655,64.0044141
36.55427586,65.00448307
36.61665517,117.0080695
36.67903448,121.0083454
36.74141379,132.0091041
36.8037931,168.011587
36.86617241,173.0119319
36.92855172,182.0125526
36.99093103,220.0151735
37.05331034,219.0151045
37.11568966,221.0152424
37.17806897,121.0083454
37.24044828,108.0074488
37.30282759,116.0080006
37.3652069,64.0044141
37.42758621,71.00489689
37.48996552,66.00455204
37.55234483,71.00489689
37.61472414,89.00613835
37.67710345,106.0073108
37.73948276,105.0072419
37.80186207,117.0080695
37.86424138,118.0081385
37.92662069,124.0085523
37.989,165.0113801
38.05137931,160.0110352
38.11375862,118.0081385
38.17613793,110.0075867
38.23851724,95.00655218
38.30089655,123.0084833
38.36327586,174.0120008
38.42565517,178.0122767
38.48803448,176.0121388
38.55041379,182.0125526
38.6127931,161.0111042
38.67517241,150.0103455
38.73755172,167.011518
38.79993103,163.0112422
38.86231034,139.0095869
38.92468966,124.0085523
38.98706897,124.0085523
39.04944828,120.0082764
39.11182759,119.0082075
39.1742069,114.0078626
39.23658621,103.0071039
39.29896552,66.00455204
39.36134483,116.0080006
39.42372414,117.0080695
39.48610345,100.006897
39.54848276,119.0082075
39.61086207,119.0082075
39.67324138,90.00620732
39.73562069,116.0080006
39.798,116.0080006
39.86037931,116.0080006
39.92275862,118.0081385
39.98513793,118.0081385
40.04751724,114.0078626
40.10989655,105.0072419
40.17227586,102.007035
40.23465517,120.0082764
40.29703448,120.0082764
40.35941379,119.0082075
40.4217931,114.0078626
40.48417241,117.0080695
40.54655172,93.00641424
40.60893103,66.00455204
40.67131034,66.00455204
40.73368966,65.00448307
40.79606897,65.00448307
40.85844828,64.0044141
40.92082759,66.00455204
40.9832069,65.00448307
41.04558621,65.00448307
41.10796552,64.0044141
41.17034483,65.00448307
41.23272414,64.0044141
41.29510345,71.00489689
41.35748276,64.0044141
41.41986207,65.00448307
41.48224138,64.0044141
41.54462069,65.00448307
41.607,64.0044141
41.66937931,65.00448307
41.73175862,64.0044141
41.79413793,65.00448307
41.85651724,64.0044141
41.91889655,65.00448307
41.98127586,64.0044141
42.04365517,117.0080695
42.10603448,120.0082764
42.16841379,119.0082075
42.2307931,122.0084144
42.29317241,140.0096558
42.35555172,132.0091041
42.41793103,133.009173
42.48031034,162.0111732
42.54268966,122.0084144
42.60506897,71.00489689
42.66744828,64.0044141
42.72982759,65.00448307
42.7922069,73.00503483
42.85458621,65.00448307
42.91696552,66.00455204
42.97934483,66.00455204
43.04172414,66.00455204
43.10410345,65.00448307
43.16648276,81.00558659
43.22886207,88.00606938
43.29124138,88.00606938
43.35362069,82.00565556
43.416,73.00503483
43.47837931,73.00503483
43.54075862,67.00462101
43.60313793,68.00468998
43.66551724,115.0079316
43.72789655,78.00537968
43.79027586,65.00448307
43.85265517,72.00496586
43.91503448,67.00462101
43.97741379,70.00482792
44.0397931,65.00448307
44.10217241,72.00496586
44.16455172,67.00462101
44.22693103,108.0074488
44.28931034,74.0051038
44.35168966,66.00455204
44.41406897,64.0044141
44.47644828,91.00627629
44.53882759,112.0077247
44.6012069,82.00565556
44.66358621,116.0080006
44.72596552,140.0096558
44.78834483,135.009311
44.85072414,87.00600041
44.91310345,122.0084144
